item_id,order_id,product_id,category,quantity,price,discount
10050,1026,571,Home,1,277.62,0
10051,1026,629,Books,3,49.87,0
10052,1027,675,Books,1,6.69,0
10053,1027,509,Clothing,1,147.62,30
10054,1027,479,Clothing,1,134.5,25
10055,1027,440,Clothing,1,123.23,30
10056,1027,435,Clothing,1,110.6,15
10057,1028,513,Clothing,2,125.78,0
10058,1029,272,Electronics,3,23.28,20
10059,1030,494,Clothing,1,106.99,5
10060,1030,439,Clothing,1,66.76,0
10061,1031,670,Books,1,14.94,0
10062,1032,560,Home,1,149.19,0
10063,1032,541,Home,2,232.13,0
10064,1033,471,Clothing,1,88.98,25
10065,1033,663,Books,1,11.74,0
10066,1034,499,Clothing,2,72.37,10
10067,1035,437,Clothing,1,13.05,5
10068,1036,559,Home,3,281.36,20
10069,1036,217,Electronics,1,106.39,30
10070,1037,393,Clothing,1,144.98,0
10071,1037,269,Electronics,1,186.93,25
10072,1037,402,Clothing,1,111.9,5
10073,1037,588,Home,1,100.03,0
10074,1038,327,Electronics,1,110.47,0
10075,1038,592,Home,2,134.48,0
10076,1038,653,Books,1,8.03,0
10077,1039,326,Electronics,1,132.48,5
10078,1039,272,Electronics,1,411.58,0
10079,1039,364,Clothing,2,124.57,10
10080,1039,539,Home,1,93.42,0
10081,1040,225,Electronics,3,342.24,0
10082,1040,364,Clothing,1,51.98,25
10083,1041,563,Home,1,31.42,0
10084,1041,414,Clothing,1,44.0,30
10085,1042,475,Clothing,1,47.58,0
10086,1042,509,Clothing,1,122.65,0
10087,1043,208,Electronics,1,375.91,0
10088,1043,587,Home,1,187.25,10
10089,1043,483,Clothing,1,75.28,0
10090,1043,358,Clothing,1,79.62,30
10091,1043,441,Clothing,1,38.44,5
10092,1044,497,Clothing,1,37.47,25
10093,1044,627,Books,1,47.46,0
10094,1044,591,Home,3,197.88,0
10095,1044,287,Electronics,1,87.18,0
10096,1045,691,Toys,1,10.44,0
10097,1045,684,Toys,2,11.49,10
10098,1045,632,Books,1,8.06,10
10099,1045,459,Clothing,1,18.46,0
10100,1045,679,Toys,1,42.79,0
10101,1046,472,Clothing,1,50.14,0
10102,1047,518,Clothing,2,47.43,15
10103,1048,316,Electronics,2,58.7,0
10104,1048,533,Home,1,123.09,0
10105,1048,229,Electronics,2,59.69,0
10106,1048,531,Home,1,259.52,25
10107,1048,671,Books,1,44.07,0
10108,1049,674,Books,1,34.61,15
10109,1050,240,Electronics,1,292.01,0
10110,1050,547,Home,1,230.35,30
10111,1051,251,Electronics,2,183.48,0
10112,1051,689,Toys,3,31.5,0
10113,1052,549,Home,1,123.32,0
10114,1052,352,Clothing,2,109.84,10
10115,1053,400,Clothing,1,10.73,15
10116,1054,430,Clothing,1,24.46,25
10117,1055,398,Clothing,1,119.08,0
10118,1055,487,Clothing,3,146.94,0
10119,1056,355,Clothing,1,33.41,15
10120,1057,454,Clothing,1,37.38,15
10121,1057,204,Electronics,3,179.46,0
10122,1057,612,Home,2,140.46,0
10123,1058,509,Clothing,1,53.99,0
10124,1058,696,Toys,2,53.57,0
10125,1059,402,Clothing,3,37.97,0
10126,1059,293,Electronics,1,477.44,0
10127,1059,563,Home,2,251.92,20
10128,1060,567,Home,1,142.98,0
10129,1060,499,Clothing,1,138.85,0
10130,1060,479,Clothing,3,108.23,0
10131,1061,328,Electronics,1,190.4,0
10132,1062,251,Electronics,1,269.02,0
10133,1063,596,Home,1,57.96,0
10134,1063,448,Clothing,1,144.64,30
10135,1064,306,Electronics,1,66.86,0
10136,1064,432,Clothing,1,123.43,15
10137,1065,325,Electronics,1,178.88,20
10138,1065,319,Electronics,1,109.47,0
10139,1065,403,Clothing,1,37.63,0
10140,1065,400,Clothing,1,40.07,30
10141,1065,615,Home,2,179.54,0
10142,1066,544,Home,1,197.15,0
10143,1067,633,Books,1,35.31,0
10144,1067,671,Books,1,11.03,15
10145,1068,399,Clothing,1,63.72,30
10146,1069,296,Electronics,1,45.73,5
10147,1070,488,Clothing,1,105.86,20
10148,1070,451,Clothing,1,121.42,5
10149,1071,435,Clothing,2,79.34,0
10150,1072,388,Clothing,2,116.4,10
10151,1072,418,Clothing,2,115.19,5
10152,1073,261,Electronics,1,409.14,0
10153,1073,380,Clothing,1,69.94,0
10154,1074,476,Clothing,3,50.97,0
10155,1075,693,Toys,1,12.27,30
10156,1076,327,Electronics,1,254.94,0
10157,1076,338,Electronics,1,56.25,0
10158,1077,680,Toys,1,43.14,0
10159,1078,558,Home,1,33.05,0
10160,1078,312,Electronics,3,415.93,0
10161,1079,267,Electronics,1,185.0,0
10162,1079,225,Electronics,1,421.62,10
10163,1080,304,Electronics,3,443.43,15
10164,1080,248,Electronics,1,198.49,0
10165,1080,285,Electronics,1,368.47,0
10166,1080,420,Clothing,1,108.52,20
10167,1080,240,Electronics,1,128.57,0
10168,1081,641,Books,1,8.19,0
10169,1081,575,Home,1,119.76,20
10170,1081,597,Home,2,197.85,0
10171,1082,570,Home,2,277.17,0
10172,1082,427,Clothing,1,24.07,0
10173,1083,327,Electronics,1,285.63,0
10174,1083,512,Clothing,3,13.76,0
10175,1083,649,Books,1,27.93,0
10176,1084,689,Toys,1,25.36,0
10177,1084,237,Electronics,3,493.7,0
10178,1084,268,Electronics,2,222.01,0
10179,1084,289,Electronics,3,389.78,5
10180,1085,404,Clothing,1,98.0,0
10181,1085,413,Clothing,1,66.32,0
10182,1085,476,Clothing,1,48.85,25
10183,1085,672,Books,1,41.36,0
10184,1086,549,Home,1,139.68,0
10185,1086,323,Electronics,1,228.55,0
10186,1086,512,Clothing,1,103.25,0
10187,1087,206,Electronics,3,271.04,0
10188,1088,576,Home,2,23.37,0
10189,1088,340,Electronics,1,488.02,0
10190,1088,455,Clothing,1,79.95,0
10191,1088,389,Clothing,2,135.2,0
10192,1089,640,Books,1,26.23,0
10193,1090,668,Books,2,34.51,10
10194,1090,414,Clothing,3,54.79,0
10195,1091,227,Electronics,2,491.08,0
10196,1091,236,Electronics,2,391.29,5
10197,1091,484,Clothing,1,50.82,0
10198,1092,453,Clothing,2,112.54,0
10199,1092,608,Home,1,131.86,15
10200,1093,372,Clothing,1,128.86,0
10201,1094,452,Clothing,3,29.93,5
10202,1095,699,Toys,1,44.39,0
10203,1095,402,Clothing,1,70.9,0
10204,1096,559,Home,1,144.04,10
10205,1096,270,Electronics,1,94.6,20
10206,1096,361,Clothing,1,145.05,15
10207,1097,614,Home,1,250.52,0
10208,1098,328,Electronics,1,43.5,10
10209,1099,584,Home,1,44.04,0
10210,1099,263,Electronics,2,491.63,20
10211,1100,212,Electronics,1,330.07,0
10212,1100,248,Electronics,2,179.14,20
10213,1100,226,Electronics,1,414.41,5
10214,1101,666,Books,1,44.75,25
10215,1101,516,Clothing,1,67.68,0
10216,1102,303,Electronics,2,139.59,0
10217,1103,566,Home,1,153.13,0
10218,1103,458,Clothing,1,13.65,0
10219,1104,615,Home,1,233.55,0
10220,1105,474,Clothing,3,17.83,0
10221,1106,382,Clothing,3,34.32,15
10222,1106,613,Home,1,183.6,0
10223,1106,381,Clothing,1,88.84,20
10224,1107,229,Electronics,1,272.7,25
10225,1108,671,Books,2,7.68,30
10226,1108,670,Books,1,28.68,0
10227,1108,238,Electronics,3,209.89,15
10228,1109,424,Clothing,2,144.49,0
10229,1109,290,Electronics,2,289.75,0
10230,1109,515,Clothing,2,41.25,0
10231,1110,266,Electronics,1,356.96,0
10232,1110,636,Books,3,6.46,0
10233,1110,672,Books,1,33.78,20
10234,1111,364,Clothing,2,22.42,0
10235,1112,336,Electronics,1,352.72,5
10236,1112,569,Home,1,124.99,0
10237,1113,380,Clothing,1,77.13,0
10238,1113,534,Home,1,143.62,0
10239,1113,218,Electronics,1,476.8,10
10240,1113,655,Books,2,29.62,0
10241,1114,448,Clothing,1,101.51,0
10242,1114,423,Clothing,1,38.78,30
10243,1115,539,Home,1,82.7,25
10244,1115,482,Clothing,2,31.5,20
10245,1116,446,Clothing,1,33.92,5
10246,1116,443,Clothing,1,65.65,30
10247,1117,396,Clothing,1,46.86,10
10248,1117,629,Books,1,38.85,0
10249,1118,698,Toys,1,12.39,25
10250,1118,415,Clothing,1,141.09,0
10251,1119,458,Clothing,1,82.35,0
10252,1119,518,Clothing,1,142.9,10
10253,1119,698,Toys,1,21.88,5
10254,1120,276,Electronics,1,457.19,0
10255,1120,235,Electronics,1,284.99,0
10256,1120,467,Clothing,1,132.29,0
10257,1121,413,Clothing,1,91.57,0
10258,1121,252,Electronics,3,290.09,15
10259,1122,512,Clothing,1,66.42,0
10260,1122,549,Home,1,268.53,10
10261,1123,391,Clothing,2,52.43,20
10262,1124,597,Home,1,133.78,0
10263,1124,297,Electronics,3,215.44,0
10264,1124,465,Clothing,2,82.14,15
10265,1125,649,Books,2,16.23,0
10266,1126,438,Clothing,1,27.34,15
10267,1126,451,Clothing,1,131.87,0
10268,1127,584,Home,1,22.82,25
10269,1127,600,Home,2,199.5,0
10270,1127,338,Electronics,1,435.02,0
10271,1127,550,Home,3,199.5,0
10272,1128,357,Clothing,2,48.55,0
10273,1128,637,Books,1,26.0,0
10274,1128,623,Home,1,17.09,0
10275,1129,447,Clothing,3,99.68,0
10276,1129,334,Electronics,1,477.05,0
10277,1129,297,Electronics,1,387.43,0
10278,1130,570,Home,1,99.25,0
10279,1130,408,Clothing,1,14.94,0
10280,1130,493,Clothing,2,58.04,0
10281,1131,682,Toys,1,68.87,0
10282,1131,649,Books,1,26.19,0
10283,1132,582,Home,1,267.75,0
10284,1132,500,Clothing,2,75.88,0
10285,1133,656,Books,1,10.39,0
10286,1134,278,Electronics,1,216.41,0
10287,1134,665,Books,3,11.45,0
10288,1134,293,Electronics,2,254.04,0
10289,1134,291,Electronics,1,47.85,0
10290,1135,591,Home,1,138.61,0
10291,1135,420,Clothing,1,15.28,15
10292,1136,576,Home,1,113.14,20
10293,1137,224,Electronics,1,369.36,0
10294,1138,376,Clothing,3,78.63,0
10295,1138,285,Electronics,3,460.74,10
10296,1138,315,Electronics,2,82.98,0
10297,1138,502,Clothing,1,27.24,0
10298,1138,606,Home,1,264.82,25
10299,1139,256,Electronics,1,351.08,20
10300,1140,523,Clothing,1,24.14,0
10301,1140,519,Clothing,1,29.2,0
10302,1140,254,Electronics,1,316.5,5
10303,1141,626,Books,1,36.65,0
10304,1141,221,Electronics,3,350.34,0
10305,1141,321,Electronics,1,455.3,0
10306,1142,252,Electronics,1,239.24,0
10307,1142,336,Electronics,1,103.86,15
10308,1142,385,Clothing,1,113.4,5
10309,1143,369,Clothing,1,97.05,0
10310,1143,248,Electronics,1,74.64,20
10311,1144,610,Home,2,62.53,30
10312,1144,231,Electronics,2,69.78,0
10313,1144,448,Clothing,1,35.38,15
10314,1144,514,Clothing,1,127.4,0
10315,1145,411,Clothing,1,18.87,0
10316,1146,490,Clothing,3,132.24,0
10317,1146,553,Home,1,203.59,15
10318,1147,624,Home,3,30.55,0
10319,1148,646,Books,2,19.43,0
10320,1148,343,Electronics,1,328.79,10
10321,1148,241,Electronics,1,404.61,20
10322,1148,429,Clothing,1,147.29,0
10323,1149,623,Home,1,191.43,25
10324,1149,488,Clothing,1,104.01,0
10325,1150,433,Clothing,2,93.99,0
10326,1151,538,Home,1,251.52,0
10327,1152,410,Clothing,1,36.26,0
10328,1152,402,Clothing,1,125.44,15
10329,1152,256,Electronics,2,42.32,0
10330,1153,225,Electronics,1,300.86,0
10331,1153,600,Home,1,179.89,0
10332,1154,459,Clothing,1,95.26,0
10333,1154,328,Electronics,3,485.84,0
10334,1154,269,Electronics,1,445.49,0
10335,1154,632,Books,2,43.73,0
10336,1155,566,Home,1,206.63,0
10337,1156,556,Home,1,217.45,0
10338,1156,488,Clothing,1,89.89,0
10339,1157,347,Electronics,1,26.13,20
10340,1157,275,Electronics,1,148.15,0
10341,1157,347,Electronics,1,90.29,15
10342,1158,645,Books,1,15.09,0
10343,1159,557,Home,1,279.05,0
10344,1159,690,Toys,1,77.54,30
10345,1159,329,Electronics,2,433.01,10
10346,1160,502,Clothing,1,118.66,0
10347,1160,351,Clothing,3,20.43,0
10348,1161,485,Clothing,1,128.44,20
10349,1161,564,Home,1,279.66,0
10350,1162,605,Home,1,238.45,10
10351,1162,690,Toys,1,44.37,0
10352,1163,370,Clothing,1,40.58,0
10353,1163,472,Clothing,1,88.59,0
10354,1163,533,Home,1,205.65,0
10355,1164,365,Clothing,1,121.47,15
10356,1164,477,Clothing,2,13.46,0
10357,1164,595,Home,1,243.8,0
10358,1165,686,Toys,3,63.68,0
10359,1165,521,Clothing,1,103.85,0
10360,1166,625,Home,3,235.93,0
10361,1167,228,Electronics,1,53.81,0
10362,1168,474,Clothing,2,18.85,0
10363,1168,224,Electronics,2,54.84,0
10364,1168,255,Electronics,1,349.22,0
10365,1169,621,Home,1,150.09,0
10366,1169,270,Electronics,2,402.45,0
10367,1170,655,Books,2,37.82,0
10368,1171,222,Electronics,1,306.39,0
10369,1172,572,Home,1,199.09,0
10370,1172,283,Electronics,1,141.32,30
10371,1172,610,Home,1,229.05,0
10372,1173,544,Home,1,221.79,0
10373,1174,252,Electronics,1,112.88,0
10374,1174,369,Clothing,1,91.78,0
10375,1174,387,Clothing,3,33.61,10
10376,1175,446,Clothing,1,52.77,0
10377,1175,290,Electronics,1,154.7,0
10378,1176,239,Electronics,2,427.8,0
10379,1177,665,Books,1,45.23,0
10380,1177,535,Home,2,119.26,25
10381,1178,458,Clothing,1,144.96,0
10382,1178,551,Home,1,161.53,0
10383,1179,221,Electronics,1,50.17,5
10384,1179,543,Home,3,117.96,0
10385,1179,433,Clothing,1,100.79,25
10386,1179,525,Clothing,2,46.86,0
10387,1180,535,Home,1,86.7,0
10388,1180,315,Electronics,1,436.51,0
10389,1181,318,Electronics,1,328.87,10
10390,1181,281,Electronics,1,364.31,10
10391,1182,546,Home,1,60.96,0
10392,1183,283,Electronics,1,447.58,10
10393,1183,333,Electronics,3,267.99,25
10394,1184,621,Home,1,39.44,0
10395,1184,442,Clothing,2,33.88,0
10396,1184,508,Clothing,1,91.57,0
10397,1185,552,Home,1,183.32,20
10398,1186,666,Books,1,11.73,20
10399,1186,662,Books,1,40.27,0
10400,1187,509,Clothing,1,141.28,0
10401,1188,558,Home,1,243.66,0
10402,1188,396,Clothing,2,137.1,0
10403,1188,495,Clothing,1,76.8,5
10404,1188,346,Electronics,1,280.99,5
10405,1189,393,Clothing,1,54.23,10
10406,1189,419,Clothing,1,129.7,15
10407,1190,305,Electronics,1,396.22,0
10408,1190,390,Clothing,1,77.73,0
10409,1191,271,Electronics,1,378.95,30
10410,1191,687,Toys,1,36.84,25
10411,1192,203,Electronics,2,246.4,0
10412,1192,246,Electronics,1,58.42,20
10413,1192,677,Toys,3,52.21,0
10414,1192,565,Home,3,31.38,0
10415,1192,290,Electronics,1,230.71,30
10416,1193,462,Clothing,1,33.73,10
10417,1193,536,Home,1,299.09,0
10418,1193,381,Clothing,1,66.76,5
10419,1194,572,Home,2,275.78,15
10420,1194,316,Electronics,1,113.37,0
10421,1195,255,Electronics,1,183.18,25
10422,1195,690,Toys,1,65.12,20
10423,1196,374,Clothing,1,74.5,0
10424,1197,525,Clothing,1,108.16,0
10425,1198,559,Home,1,41.51,0
10426,1198,621,Home,1,65.87,10
10427,1199,677,Toys,1,22.38,0
10428,1199,647,Books,1,42.57,0
10429,1199,383,Clothing,1,138.83,0
10430,1200,478,Clothing,2,61.97,25
10431,1200,645,Books,1,39.39,0
10432,1200,404,Clothing,1,17.58,0
10433,1201,598,Home,3,214.0,0
10434,1201,553,Home,1,123.14,15
10435,1201,514,Clothing,2,36.2,15
10436,1201,442,Clothing,3,58.03,20
10437,1202,552,Home,1,91.94,20
10438,1202,639,Books,1,48.16,5
10439,1202,291,Electronics,1,448.77,0
10440,1202,474,Clothing,2,52.0,0
10441,1202,491,Clothing,1,32.87,15
10442,1203,372,Clothing,1,88.05,0
10443,1203,377,Clothing,1,131.43,0
10444,1204,290,Electronics,1,176.04,0
10445,1204,597,Home,2,123.61,30
10446,1205,373,Clothing,1,66.67,0
10447,1205,241,Electronics,1,172.1,15
10448,1205,510,Clothing,1,72.29,0
10449,1206,412,Clothing,2,27.51,15
10450,1206,682,Toys,2,61.98,20
10451,1206,253,Electronics,1,469.66,0
10452,1206,228,Electronics,1,210.57,0
10453,1206,243,Electronics,1,316.69,20
10454,1207,521,Clothing,1,33.89,15
10455,1208,477,Clothing,1,28.92,0
10456,1208,477,Clothing,1,98.35,0
10457,1208,489,Clothing,1,99.57,0
10458,1208,666,Books,1,29.29,0
10459,1208,427,Clothing,1,67.71,5
10460,1209,377,Clothing,1,106.29,20
10461,1209,354,Clothing,1,51.01,5
10462,1209,481,Clothing,1,67.64,0
10463,1210,394,Clothing,1,97.55,0
10464,1210,610,Home,2,210.12,30
10465,1211,349,Electronics,1,238.56,0
10466,1212,474,Clothing,3,49.5,20
10467,1213,312,Electronics,1,403.74,0
10468,1214,632,Books,1,16.99,0
10469,1214,479,Clothing,1,127.82,0
10470,1215,700,Toys,2,10.41,0
10471,1215,595,Home,1,74.41,0
10472,1216,222,Electronics,1,78.63,0
10473,1216,353,Clothing,2,130.91,5
10474,1217,262,Electronics,1,485.04,0
10475,1218,595,Home,1,41.05,0
10476,1219,560,Home,1,154.04,25
10477,1219,604,Home,1,269.16,0
10478,1220,329,Electronics,1,230.0,30
10479,1220,451,Clothing,1,58.67,0
10480,1220,341,Electronics,1,433.07,25
10481,1221,653,Books,2,39.92,30
10482,1221,233,Electronics,1,278.7,25
10483,1221,550,Home,1,172.17,0
10484,1222,468,Clothing,1,141.29,5
10485,1223,493,Clothing,1,78.59,0
10486,1224,207,Electronics,1,255.87,0
10487,1224,241,Electronics,1,193.24,0
10488,1224,656,Books,1,36.88,0
10489,1225,356,Clothing,1,82.73,10
10490,1226,686,Toys,2,37.89,30
10491,1226,496,Clothing,1,103.13,0
10492,1227,373,Clothing,1,93.99,0
10493,1227,663,Books,3,19.61,0
10494,1228,324,Electronics,1,387.54,0
10495,1228,331,Electronics,1,480.72,5
10496,1229,656,Books,1,14.98,0
10497,1230,342,Electronics,1,293.92,0
10498,1230,249,Electronics,1,86.44,25
10499,1230,328,Electronics,1,409.32,20
10500,1231,367,Clothing,1,125.6,0
10501,1232,354,Clothing,1,123.17,5
10502,1232,672,Books,2,20.66,0
10503,1233,317,Electronics,2,427.75,0
10504,1233,525,Clothing,2,63.55,5
10505,1233,364,Clothing,1,30.94,0
10506,1233,314,Electronics,1,343.34,0
10507,1234,314,Electronics,2,91.05,20
10508,1234,493,Clothing,1,46.76,20
10509,1235,403,Clothing,1,96.24,0
10510,1236,366,Clothing,1,25.75,15
10511,1236,379,Clothing,1,101.76,0
10512,1236,287,Electronics,1,495.28,10
10513,1237,551,Home,1,230.95,0
10514,1238,675,Books,2,17.95,0
10515,1238,612,Home,1,21.48,25
10516,1238,309,Electronics,1,144.16,0
10517,1238,574,Home,1,205.45,0
10518,1239,346,Electronics,1,150.22,0
10519,1240,637,Books,1,9.86,0
10520,1241,564,Home,1,262.03,0
10521,1241,296,Electronics,1,484.06,0
10522,1242,371,Clothing,2,12.57,0
10523,1242,382,Clothing,1,146.95,0
10524,1243,618,Home,3,285.5,15
10525,1243,660,Books,1,37.85,0
10526,1244,414,Clothing,1,31.38,0
10527,1244,666,Books,1,25.21,30
10528,1244,271,Electronics,1,348.34,10
10529,1245,270,Electronics,3,389.62,0
10530,1245,490,Clothing,1,88.03,0
10531,1246,573,Home,1,292.28,0
10532,1246,356,Clothing,1,140.73,0
10533,1246,678,Toys,2,18.94,10
10534,1246,295,Electronics,1,493.26,0
10535,1247,319,Electronics,1,350.31,0
10536,1247,458,Clothing,1,100.94,20
10537,1248,217,Electronics,3,464.21,0
10538,1249,305,Electronics,3,493.1,0
10539,1250,327,Electronics,2,311.81,0
10540,1250,569,Home,1,226.6,0
10541,1251,467,Clothing,1,73.97,0
10542,1251,650,Books,3,28.34,0
10543,1251,577,Home,1,125.41,0
10544,1252,356,Clothing,1,33.31,5
10545,1252,554,Home,1,251.52,0
10546,1253,658,Books,1,23.61,0
10547,1253,292,Electronics,2,449.98,0
10548,1254,565,Home,2,50.21,20
10549,1254,525,Clothing,1,63.77,0
10550,1255,288,Electronics,1,336.57,10
10551,1256,693,Toys,1,16.46,10
10552,1256,202,Electronics,1,240.15,0
10553,1256,479,Clothing,1,79.09,30
10554,1257,508,Clothing,2,48.94,0
10555,1258,275,Electronics,1,422.25,5
10556,1258,226,Electronics,3,97.44,30
10557,1259,291,Electronics,2,192.89,15
10558,1259,366,Clothing,1,19.47,25
10559,1259,234,Electronics,1,353.42,25
10560,1260,230,Electronics,2,321.91,0
10561,1261,419,Clothing,1,83.55,0
10562,1261,382,Clothing,1,79.5,0
10563,1261,455,Clothing,1,95.32,0
10564,1262,608,Home,2,242.88,0
10565,1262,412,Clothing,1,122.85,30
10566,1263,358,Clothing,1,117.38,15
10567,1263,375,Clothing,1,144.42,0
10568,1263,300,Electronics,1,342.79,0
10569,1264,436,Clothing,1,56.92,0
10570,1265,354,Clothing,1,87.72,25
10571,1265,551,Home,3,241.8,10
10572,1265,344,Electronics,1,200.12,0
10573,1266,260,Electronics,2,358.53,5
10574,1267,391,Clothing,3,40.26,5
10575,1267,392,Clothing,2,137.87,5
10576,1267,610,Home,1,69.21,0
10577,1267,576,Home,1,108.29,0
10578,1268,219,Electronics,1,362.57,0
10579,1269,505,Clothing,2,56.66,0
10580,1269,253,Electronics,1,336.31,25
10581,1269,589,Home,1,269.26,10
10582,1270,340,Electronics,1,27.32,0
10583,1270,464,Clothing,1,85.95,0
10584,1270,339,Electronics,1,358.09,10
10585,1271,477,Clothing,1,75.9,0
10586,1271,255,Electronics,1,208.12,0
10587,1271,657,Books,2,36.47,0
10588,1271,360,Clothing,1,116.18,0
10589,1272,491,Clothing,1,123.8,0
10590,1272,440,Clothing,1,53.45,0
10591,1272,593,Home,1,81.03,25
10592,1273,604,Home,1,153.94,5
10593,1273,380,Clothing,2,49.52,25
10594,1273,266,Electronics,1,362.85,25
10595,1274,406,Clothing,1,44.12,20
10596,1274,397,Clothing,1,107.17,20
10597,1275,289,Electronics,1,466.81,0
10598,1275,450,Clothing,1,55.55,20
10599,1275,291,Electronics,1,214.78,0
10600,1276,368,Clothing,1,22.67,0
10601,1276,655,Books,2,41.44,0
10602,1276,539,Home,1,126.15,0
10603,1277,492,Clothing,1,138.59,0
10604,1277,568,Home,1,40.45,25
10605,1278,390,Clothing,3,10.12,0
10606,1279,321,Electronics,1,303.28,0
10607,1279,565,Home,1,123.75,0
10608,1279,540,Home,1,54.63,0
10609,1279,632,Books,3,42.8,30
10610,1280,654,Books,1,49.56,30
10611,1281,510,Clothing,1,73.62,20
10612,1281,397,Clothing,1,94.64,0
10613,1281,634,Books,2,17.12,0
10614,1282,448,Clothing,1,77.41,0
10615,1283,585,Home,1,37.3,0
10616,1283,246,Electronics,1,338.59,0
10617,1283,551,Home,2,104.06,15
10618,1283,474,Clothing,1,81.77,30
10619,1283,370,Clothing,3,121.75,5
10620,1284,602,Home,1,149.85,5
10621,1284,537,Home,2,192.93,5
10622,1285,640,Books,2,32.17,0
10623,1286,696,Toys,3,19.1,0
10624,1286,412,Clothing,1,71.63,0
10625,1286,308,Electronics,2,46.08,5
10626,1286,227,Electronics,1,164.66,0
10627,1286,586,Home,1,209.8,0
10628,1287,609,Home,1,289.1,0
10629,1288,422,Clothing,1,48.16,5
10630,1288,331,Electronics,1,391.11,0
10631,1288,576,Home,2,163.19,0
10632,1288,293,Electronics,1,24.07,20
10633,1288,251,Electronics,1,188.73,0
10634,1289,230,Electronics,1,421.02,0
10635,1289,527,Home,3,39.62,0
10636,1290,612,Home,2,213.26,20
10637,1290,539,Home,1,277.97,20
10638,1291,332,Electronics,1,393.01,15
10639,1291,231,Electronics,2,105.41,10
10640,1291,513,Clothing,1,25.18,0
10641,1292,427,Clothing,1,20.21,0
10642,1293,277,Electronics,1,38.16,10
10643,1293,559,Home,1,16.06,0
10644,1293,595,Home,1,255.55,0
10645,1293,603,Home,1,124.56,0
10646,1294,550,Home,1,30.73,0
10647,1294,532,Home,1,167.37,0
10648,1295,532,Home,1,290.74,0
10649,1295,354,Clothing,2,98.29,5
10650,1295,654,Books,2,11.3,30
10651,1296,358,Clothing,3,123.65,0
10652,1296,209,Electronics,1,398.13,5
10653,1297,682,Toys,2,18.72,0
10654,1297,674,Books,2,27.0,25
10655,1298,226,Electronics,2,66.7,0
10656,1299,610,Home,1,72.75,30
10657,1299,548,Home,1,209.97,0
10658,1300,224,Electronics,1,181.04,10
10659,1301,425,Clothing,1,28.67,0
10660,1301,524,Clothing,2,12.19,5
10661,1302,504,Clothing,2,68.27,0
10662,1302,596,Home,1,51.16,15
10663,1302,468,Clothing,1,43.5,30
10664,1303,687,Toys,2,29.69,0
10665,1303,486,Clothing,1,26.45,0
10666,1304,538,Home,1,47.11,20
10667,1304,455,Clothing,1,16.04,0
10668,1304,346,Electronics,1,140.66,0
10669,1305,281,Electronics,1,75.71,0
10670,1305,570,Home,1,134.43,0
10671,1306,251,Electronics,1,115.98,0
10672,1306,238,Electronics,1,447.43,25
10673,1307,524,Clothing,1,57.02,25
10674,1307,231,Electronics,1,243.46,15
10675,1307,313,Electronics,1,398.98,0
10676,1308,638,Books,1,28.48,0
10677,1308,311,Electronics,2,154.0,0
10678,1308,577,Home,1,138.76,25
10679,1308,685,Toys,1,8.37,0
10680,1308,221,Electronics,2,262.02,20
10681,1309,409,Clothing,1,51.41,0
10682,1309,247,Electronics,1,97.67,0
10683,1309,493,Clothing,2,13.42,10
10684,1310,521,Clothing,1,130.45,30
10685,1310,371,Clothing,1,115.4,0
