order_id,customer_id,order_date,total,status,returned
1070,780,2025-12-08,200.04,returned,True
1071,961,2025-10-15,158.68,completed,False
1072,734,2025-12-30,428.38,returned,True
1073,2266,2025-11-29,479.08,completed,False
1074,1668,2025-08-21,152.91,returned,True
1075,2344,2025-12-15,8.59,completed,False
1076,1012,2025-09-08,311.19,completed,False
1077,1326,2025-08-29,43.14,completed,False
1078,1997,2025-08-29,1280.84,cancelled,False
1079,2197,2025-10-27,564.46,returned,True
1080,1435,2025-11-26,1913.09,returned,True
1081,517,2025-08-08,499.7,completed,False
1082,1750,2025-08-08,578.41,completed,False
1083,2473,2025-11-03,354.84,completed,False
1084,1824,2025-10-20,3061.35,completed,False
1085,582,2025-08-09,242.32,returned,True
1086,1702,2025-11-14,471.48,returned,True
1087,745,2025-09-19,813.12,completed,False
1088,760,2025-10-11,885.11,returned,True
1089,968,2025-09-04,26.23,completed,False
1090,2467,2025-09-13,226.49,returned,True
1091,1264,2025-12-30,1776.43,completed,False
1092,997,2026-01-12,337.16,completed,False
1093,2220,2026-01-15,128.86,returned,True
1094,921,2025-09-01,85.3,completed,False
1095,1346,2025-12-17,115.29,returned,True
1096,2243,2025-10-05,328.61,completed,False
1097,1043,2025-12-02,250.52,returned,True
1098,2255,2025-08-16,39.15,completed,False
1099,2450,2025-08-13,830.65,returned,True
1100,1701,2026-01-18,1010.38,completed,False
1101,1900,2025-11-11,101.24,completed,False
1102,680,2025-08-21,279.18,completed,False
1103,2128,2025-12-23,166.78,completed,False
1104,2335,2025-08-13,233.55,completed,False
1105,706,2025-09-15,53.49,completed,False
1106,1680,2025-10-01,342.19,completed,False
1107,1133,2025-12-22,204.52,completed,False
1108,2152,2025-09-26,574.65,completed,False
1109,780,2025-10-27,950.98,cancelled,False
1110,1275,2025-09-19,403.36,completed,False
1111,1179,2025-09-11,44.84,returned,True
1112,1994,2026-01-16,460.07,returned,True
1113,2312,2025-09-17,709.11,completed,False
1114,1193,2025-08-29,128.66,returned,True
1115,1979,2025-12-25,112.43,returned,True
1116,1104,2025-08-28,78.18,completed,False
1117,1615,2025-10-12,81.02,completed,False
1118,1869,2025-08-27,150.38,completed,False
1119,1309,2025-08-26,231.75,returned,True
1120,1392,2026-01-27,874.47,returned,True
1121,1704,2026-01-12,831.3,returned,True
1122,1041,2025-11-19,308.1,completed,False
1123,2028,2025-08-18,83.89,returned,True
1124,776,2025-10-03,919.74,completed,False
1125,2301,2025-12-18,32.46,completed,False
1126,1944,2025-11-06,155.11,completed,False
1127,1206,2025-11-03,1449.63,returned,True
1128,959,2025-08-08,140.19,completed,False
1129,1748,2026-01-05,1163.52,returned,True
1130,1328,2026-01-06,230.27,returned,True
1131,1595,2026-01-28,95.06,completed,False
1132,1841,2025-10-30,419.51,completed,False
1133,1689,2026-01-02,10.39,returned,True
1134,1112,2025-12-19,806.69,returned,True
1135,1681,2025-09-18,151.6,completed,False
1136,891,2025-12-19,90.51,completed,False
1137,1706,2025-12-12,369.36,completed,False
1138,1389,2025-10-31,1871.7,returned,True
1139,600,2026-01-12,280.86,completed,False
1140,1938,2025-12-05,354.01,returned,True
1141,907,2025-12-11,1542.97,returned,True
1142,2097,2025-08-29,435.25,completed,False
1143,2245,2025-08-08,156.76,completed,False
1144,2212,2025-10-14,384.58,returned,True
1145,1490,2025-09-08,18.87,returned,True
1146,1575,2026-01-26,569.77,completed,False
1147,1886,2026-01-22,91.65,completed,False
1148,1536,2025-09-15,805.75,returned,True
1149,1345,2025-08-10,247.58,returned,True
1150,2191,2025-11-07,187.98,completed,False
1151,1967,2025-11-07,251.52,completed,False
1152,788,2025-12-10,227.52,returned,True
1153,2474,2025-09-09,480.75,completed,False
1154,1847,2025-09-07,2085.73,returned,True
1155,1796,2025-12-25,206.63,completed,False
1156,2498,2026-01-19,307.34,returned,True
1157,1881,2025-11-20,245.8,returned,True
1158,1235,2025-08-14,15.09,completed,False
1159,987,2025-11-13,1112.75,completed,False
1160,1944,2026-01-15,179.95,completed,False
1161,745,2025-12-15,382.41,completed,False
1162,1761,2026-01-13,258.97,completed,False
1163,954,2025-11-03,334.82,returned,True
1164,1000,2026-01-12,373.97,returned,True
1165,1835,2025-08-17,294.89,returned,True
1166,1369,2026-01-28,707.79,completed,False
1167,1969,2025-09-14,53.81,completed,False
1168,1148,2025-11-24,496.6,returned,True
1169,2068,2025-10-17,954.99,returned,True
1170,2467,2025-10-20,75.64,completed,False
1171,1634,2025-08-08,306.39,returned,True
1172,1125,2025-08-27,527.06,completed,False
1173,1445,2025-12-24,221.79,returned,True
1174,1232,2025-10-29,295.41,completed,False
1175,776,2025-11-06,207.47,completed,False
1176,2003,2025-12-21,855.6,returned,True
1177,1686,2026-01-01,224.12,returned,True
1178,1527,2025-10-19,306.49,returned,True
1179,2008,2025-09-12,570.85,completed,False
1180,1272,2025-09-19,523.21,completed,False
1181,1528,2025-08-07,623.86,returned,True
1182,2162,2025-11-20,60.96,completed,False
1183,1000,2025-08-11,1005.8,returned,True
1184,539,2026-01-16,198.77,returned,True
1185,1851,2026-01-12,146.66,completed,False
1186,723,2025-09-08,49.65,completed,False
1187,691,2025-09-05,141.28,completed,False
1188,1570,2025-11-24,857.76,returned,True
1189,1684,2025-08-07,159.05,completed,False
1190,1065,2026-01-09,473.95,cancelled,False
1191,1206,2025-12-31,292.89,completed,False
1192,607,2026-02-02,951.8,returned,True
1193,1086,2025-12-16,392.87,returned,True
1194,641,2026-02-02,582.2,returned,True
1195,510,2025-12-31,189.48,completed,False
1196,1654,2025-11-10,74.5,completed,False
1197,1488,2025-08-13,108.16,completed,False
1198,2457,2025-11-19,100.79,completed,False
1199,1052,2025-12-30,203.78,returned,True
1200,1509,2026-01-22,149.93,completed,False
1201,1530,2025-08-14,947.48,returned,True
1202,869,2025-11-16,700.01,returned,True
1203,2219,2025-12-05,219.48,returned,True
1204,1682,2025-09-25,349.09,completed,False
1205,2279,2025-09-12,285.25,completed,False
1206,2032,2025-11-06,1079.52,returned,True
1207,970,2025-10-24,28.81,returned,True
1208,2270,2025-10-28,320.45,returned,True
1209,1572,2025-08-06,201.13,returned,True
1210,1965,2025-11-15,391.72,completed,False
1211,886,2025-11-19,238.56,returned,True
1212,1157,2025-09-23,118.8,returned,True
1213,977,2025-08-08,403.74,completed,False
1214,1928,2025-12-02,144.81,completed,False
1215,2074,2025-08-09,95.23,returned,True
1216,2418,2025-10-24,327.36,completed,False
1217,531,2025-10-28,485.04,completed,False
1218,1474,2026-01-29,41.05,returned,True
1219,623,2026-01-13,384.69,completed,False
1220,1912,2025-08-11,544.47,completed,False
1221,1807,2025-11-30,437.08,returned,True
1222,1340,2025-10-27,134.23,completed,False
1223,720,2025-09-26,78.59,completed,False
1224,1251,2026-01-04,485.99,completed,False
1225,1584,2025-10-13,74.46,returned,True
1226,1578,2025-09-24,156.18,completed,False
1227,2123,2025-09-17,152.82,completed,False
1228,1382,2026-01-15,844.22,completed,False
1229,1721,2025-10-17,14.98,completed,False
1230,2081,2025-08-11,686.21,returned,True
1231,2380,2025-12-29,125.6,completed,False
1232,2179,2025-12-31,158.33,returned,True
1233,2406,2025-11-20,1350.53,returned,True
1234,2042,2025-11-28,183.09,completed,False
1235,777,2026-01-31,96.24,completed,False
1236,997,2025-10-08,569.4,completed,False
1237,592,2025-11-26,230.95,returned,True
1238,2015,2025-09-03,401.62,completed,False
1239,1579,2026-01-22,150.22,completed,False
1240,637,2025-08-08,9.86,completed,False
1241,1292,2026-01-19,746.09,returned,True
1242,582,2025-08-11,172.09,completed,False
1243,1782,2025-08-21,765.88,completed,False
1244,1755,2026-01-26,362.53,returned,True
1245,1911,2025-10-24,1256.89,completed,False
1246,878,2025-09-05,960.36,returned,True
1247,1662,2026-01-08,431.06,completed,False
1248,1471,2025-12-09,1392.63,completed,False
1249,2021,2025-10-01,1479.3,returned,True
1250,1909,2025-12-09,850.22,completed,False
1251,1814,2025-12-18,284.4,returned,True
1252,889,2025-08-18,283.16,completed,False
1253,732,2025-12-12,923.57,completed,False
1254,1013,2025-08-29,144.11,completed,False
1255,1276,2025-09-15,302.91,completed,False
1256,1360,2025-08-19,310.33,completed,False
1257,1430,2025-12-05,97.88,returned,True
1258,804,2025-09-28,605.76,returned,True
1259,1934,2026-01-30,607.58,completed,False
1260,1575,2025-11-19,643.82,returned,True
1261,2413,2026-01-07,258.37,completed,False
1262,504,2025-09-24,571.75,returned,True
1263,1914,2025-09-26,586.98,completed,False
1264,1823,2025-08-15,56.92,completed,False
1265,2401,2025-11-19,918.77,completed,False
1266,1670,2025-09-17,681.21,completed,False
1267,1348,2025-10-14,554.19,completed,False
1268,1886,2025-12-16,362.57,cancelled,False
1269,1137,2025-08-07,607.89,returned,True
1270,1154,2025-10-18,435.55,returned,True
1271,646,2025-09-18,473.14,completed,False
1272,2495,2025-08-26,238.02,returned,True
1273,876,2025-11-14,492.66,completed,False
1274,646,2026-01-19,121.03,returned,True
1275,2113,2025-12-29,726.03,returned,True
1276,2168,2026-01-28,231.7,completed,False
1277,922,2025-09-25,168.93,completed,False
1278,2236,2025-11-17,30.36,completed,False
1279,725,2025-11-05,571.54,returned,True
1280,647,2025-09-07,34.69,completed,False
1281,2262,2025-11-20,187.78,completed,False
1282,1252,2025-12-31,77.41,completed,False
1283,1996,2025-09-11,957.02,completed,False
1284,2391,2026-01-30,508.92,completed,False
1285,1017,2025-10-16,64.34,completed,False
1286,2266,2025-12-19,590.94,completed,False
1287,2283,2025-10-12,289.1,completed,False
1288,1589,2025-08-16,971.23,completed,False
1289,896,2025-10-09,539.88,completed,False
1290,1845,2025-11-10,563.59,completed,False
1291,2351,2026-01-30,548.98,completed,False
1292,948,2025-11-24,20.21,completed,False
1293,2092,2025-10-09,430.51,returned,True
1294,1597,2025-12-07,198.1,returned,True
1295,2223,2025-08-26,493.31,completed,False
1296,1297,2026-01-04,749.17,returned,True
1297,2153,2025-09-29,77.94,completed,False
1298,1829,2025-08-17,133.4,completed,False
1299,2175,2026-01-04,260.89,completed,False
1300,2214,2025-10-27,162.94,returned,True
1301,845,2025-11-20,51.83,completed,False
1302,868,2025-08-07,210.48,returned,True
1303,1722,2025-08-15,85.83,returned,True
1304,1540,2025-12-22,194.39,returned,True
1305,2017,2025-11-30,210.14,completed,False
1306,972,2025-10-28,451.55,completed,False
1307,1265,2025-11-30,648.69,completed,False
1308,2355,2026-01-09,868.15,completed,False
1309,1644,2025-08-27,173.24,returned,True
1310,1331,2026-02-02,685.54,completed,False
1311,728,2025-08-19,400.98,completed,False
1312,2285,2026-01-01,212.66,returned,True
1313,1894,2025-12-12,58.62,completed,False
1314,886,2025-08-22,258.28,returned,True
1315,809,2025-12-11,101.28,returned,True
1316,888,2026-01-18,473.65,returned,True
1317,804,2025-08-18,365.39,completed,False
1318,760,2025-12-31,198.53,completed,False
1319,2407,2025-11-17,145.82,completed,False
1320,1106,2026-02-02,168.06,completed,False
1321,1194,2025-11-27,106.7,returned,True
1322,547,2025-09-25,610.19,completed,False
1323,1413,2025-10-23,452.68,returned,True
1324,1092,2025-11-27,661.39,returned,True
1325,514,2025-08-28,693.82,returned,True
1326,2458,2025-09-14,673.42,completed,False
1327,1691,2025-11-06,369.33,completed,False
1328,2299,2025-12-02,1189.12,completed,False
1329,2042,2026-01-06,155.84,completed,False
1330,1077,2025-12-16,105.7,completed,False
1331,2233,2025-12-18,277.34,returned,True
1332,1572,2026-01-05,189.04,completed,False
1333,660,2025-09-03,508.71,returned,True
1334,522,2026-01-23,1087.9,returned,True
1335,996,2026-01-09,65.31,completed,False
1336,2347,2025-09-18,158.7,returned,True
1337,1930,2025-11-07,183.1,returned,True
1338,779,2025-12-17,260.88,completed,False
1339,1096,2025-11-18,61.49,cancelled,False
1340,1398,2026-01-25,589.43,returned,True
1341,1716,2026-01-01,306.4,completed,False
1342,2491,2025-08-12,135.87,returned,True
1343,1534,2025-12-09,58.54,completed,False
1344,574,2025-12-01,50.09,completed,False
1345,1635,2026-01-21,73.38,completed,False
1346,1710,2025-08-13,490.23,returned,True
1347,635,2026-01-29,176.54,returned,True
1348,1047,2025-11-21,281.02,completed,False
1349,1196,2026-01-23,69.01,completed,False
1350,1044,2025-12-21,495.19,returned,True
1351,1941,2026-01-13,239.21,completed,False
1352,2415,2025-11-25,149.47,completed,False
1353,1799,2025-08-22,511.74,returned,True
1354,914,2025-08-15,284.34,completed,False
1355,2103,2025-12-08,1188.99,completed,False
1356,1517,2025-10-09,340.88,returned,True
1357,2151,2025-11-13,31.98,completed,False
1358,2268,2025-10-10,114.62,completed,False
1359,1822,2025-08-11,261.98,returned,True
1360,750,2026-01-28,195.06,completed,False
1361,1117,2025-10-10,832.87,completed,False
1362,636,2026-01-31,405.48,completed,False
1363,1787,2025-09-26,617.38,completed,False
1364,1034,2025-09-09,61.54,completed,False
1365,2358,2025-10-03,512.9,returned,True
1366,1392,2025-12-18,923.25,returned,True
1367,1258,2025-10-08,299.46,returned,True
1368,1025,2026-01-05,574.13,completed,False
1369,1020,2025-08-07,304.22,completed,False
1370,1150,2025-08-28,102.61,returned,True
1371,2329,2025-11-25,229.55,completed,False
1372,584,2025-12-10,977.35,completed,False
1373,750,2026-01-27,154.49,returned,True
1374,1848,2026-01-05,496.19,returned,True
1375,1826,2025-10-17,829.66,completed,False
1376,1366,2025-11-22,141.06,completed,False
1377,1826,2026-01-14,104.12,returned,True
1378,2350,2026-01-28,19.67,completed,False
1379,2165,2025-12-29,375.45,completed,False
1380,2296,2025-08-17,793.41,completed,False
1381,1389,2025-09-02,168.62,returned,True
1382,1987,2026-01-07,95.35,completed,False
1383,929,2025-08-12,339.33,completed,False
1384,804,2025-12-02,467.46,completed,False
1385,2261,2025-08-11,23.98,completed,False
1386,1352,2025-11-24,655.72,completed,False
1387,2329,2025-10-13,1488.26,completed,False
1388,2207,2025-11-20,424.33,returned,True
1389,2432,2025-11-20,459.16,cancelled,False
1390,566,2025-12-12,347.07,completed,False
1391,2290,2026-01-29,861.37,returned,True
1392,1791,2025-12-13,71.81,returned,True
1393,1245,2025-08-31,95.06,completed,False
1394,851,2025-11-01,182.75,completed,False
1395,2450,2025-12-01,792.66,returned,True
1396,2390,2026-01-22,1435.38,completed,False
1397,2115,2026-01-12,481.32,returned,True
1398,1082,2025-12-22,127.42,completed,False
1399,2000,2025-09-03,262.8,completed,False
1400,1659,2026-01-01,324.59,completed,False
1401,940,2025-12-05,190.65,completed,False
1402,1999,2025-12-09,493.49,cancelled,False
1403,1733,2025-09-05,13.29,returned,True
1404,1267,2025-10-23,388.85,completed,False
1405,1215,2025-12-24,136.04,completed,False
1406,2209,2025-12-05,635.99,completed,False
1407,1294,2025-11-18,74.55,returned,True
1408,1650,2025-10-24,324.34,completed,False
1409,2112,2025-10-15,228.28,returned,True
1410,845,2025-12-22,98.3,returned,True
1411,872,2025-10-28,128.27,returned,True
1412,915,2025-08-19,459.16,completed,False
1413,2474,2025-08-10,203.62,completed,False
1414,2234,2025-08-27,16.09,completed,False
1415,1426,2025-12-26,387.68,completed,False
1416,684,2025-12-28,993.53,completed,False
1417,1857,2025-11-29,188.92,cancelled,False
1418,1878,2025-08-08,606.12,completed,False
1419,1877,2025-11-27,2170.56,returned,True
1420,1948,2026-02-02,94.04,completed,False
1421,1631,2025-09-18,204.55,completed,False
1422,1592,2026-01-26,619.23,completed,False
1423,597,2025-10-02,644.38,returned,True
1424,2379,2025-08-25,13.21,returned,True
1425,2222,2025-10-30,828.76,completed,False
1426,1769,2026-01-06,15.72,completed,False
1427,634,2026-01-30,135.42,completed,False
1428,1646,2025-08-20,364.87,returned,True
1429,1430,2025-08-12,293.83,returned,True
1430,1363,2025-11-04,185.6,completed,False
1431,802,2025-09-12,792.01,completed,False
1432,2500,2025-09-25,496.24,returned,True
1433,957,2026-01-16,809.29,completed,False
1434,562,2025-11-05,111.31,completed,False
1435,906,2025-09-25,271.85,completed,False
1436,1888,2025-08-31,320.7,completed,False
1437,893,2025-09-23,472.47,completed,False
1438,929,2025-12-09,381.82,completed,False
1439,1831,2026-01-02,99.94,completed,False
1440,822,2025-12-30,102.18,returned,True
1441,1373,2025-10-31,116.74,completed,False
1442,1620,2025-12-15,204.59,completed,False
1443,2369,2025-12-23,812.33,completed,False
1444,1703,2025-12-16,150.58,completed,False
1445,1524,2025-08-08,286.21,completed,False
1446,2372,2026-01-07,943.79,completed,False
1447,1574,2026-01-21,130.5,returned,True
1448,1599,2025-09-08,365.81,completed,False
1449,632,2025-11-28,1426.57,returned,True
1450,1301,2025-10-21,565.33,completed,False
1451,2362,2025-09-30,414.11,returned,True
1452,1873,2025-10-28,351.01,returned,True
1453,706,2026-01-08,232.62,completed,False
1454,571,2025-09-20,269.29,returned,True
1455,1410,2025-10-23,86.16,completed,False
1456,688,2025-09-26,324.05,completed,False
1457,844,2026-01-23,79.82,returned,True
1458,1310,2025-12-22,122.65,returned,True
1459,936,2025-10-25,27.52,completed,False
1460,1118,2025-11-19,1416.42,completed,False
1461,2394,2026-01-26,197.43,cancelled,False
1462,528,2026-02-02,104.94,returned,True
1463,988,2025-08-15,113.07,returned,True
1464,1828,2025-11-20,425.16,completed,False
1465,2282,2025-08-22,539.2,completed,False
1466,2058,2025-11-24,559.11,returned,True
1467,2426,2025-11-20,304.67,completed,False
1468,1801,2025-12-09,376.49,completed,False
1469,1685,2026-01-07,474.71,returned,True
1470,1917,2025-10-09,1204.53,completed,False
1471,862,2025-09-18,643.72,completed,False
1472,2279,2025-09-02,184.23,completed,False
1473,1045,2025-08-31,39.55,completed,False
1474,1735,2025-11-10,1415.41,completed,False
1475,1255,2025-10-08,107.08,completed,False
1476,1214,2025-08-26,717.39,completed,False
1477,1488,2025-09-04,747.52,completed,False
1478,829,2025-08-13,90.65,returned,True
1479,1986,2026-01-15,1291.12,completed,False
1480,1031,2025-10-02,110.32,completed,False
1481,1254,2025-12-30,58.37,completed,False
1482,1710,2026-01-07,161.5,completed,False
1483,1156,2026-02-01,1857.39,returned,True
1484,545,2025-09-15,1158.17,completed,False
1485,2041,2025-08-30,1065.61,completed,False
1486,2224,2026-01-26,17.35,completed,False
1487,1194,2026-01-19,654.03,completed,False
1488,1483,2025-12-30,533.59,completed,False
1489,1501,2025-12-19,267.11,completed,False
1490,831,2026-01-20,477.75,returned,True
1491,852,2025-12-23,989.72,returned,True
1492,2461,2025-09-30,623.23,completed,False
1493,1372,2026-01-26,371.68,returned,True
1494,836,2026-01-07,177.68,completed,False
1495,1624,2025-12-20,616.8,completed,False
1496,1992,2025-09-06,182.09,returned,True
1497,1152,2025-09-18,325.83,returned,True
1498,1552,2025-10-11,569.79,completed,False
1499,2451,2025-10-15,796.2,returned,True
1500,1483,2025-09-09,440.92,completed,False
1501,1901,2025-12-19,722.11,returned,True
1502,1265,2025-09-18,407.96,returned,True
1503,1665,2026-01-14,193.1,completed,False
1504,515,2025-12-08,311.94,returned,True
1505,727,2025-09-25,14.42,completed,False
1506,744,2025-10-13,593.95,completed,False
1507,2124,2025-09-02,17.29,returned,True
1508,1390,2025-08-08,93.2,completed,False
1509,1076,2025-10-08,474.88,completed,False
1510,1335,2025-11-11,229.69,returned,True
1511,2026,2026-01-22,108.72,completed,False
1512,1185,2025-11-07,140.33,completed,False
1513,1066,2025-11-09,440.61,completed,False
1514,2059,2025-12-05,935.12,returned,True
1515,2408,2025-12-18,714.06,returned,True
1516,2490,2025-12-15,473.45,completed,False
1517,1433,2025-12-15,602.45,completed,False
1518,1829,2025-08-06,509.09,completed,False
1519,2188,2025-08-08,1162.13,completed,False
1520,952,2025-11-27,44.51,completed,False
1521,1255,2025-11-25,113.15,completed,False
1522,1908,2025-11-14,230.76,completed,False
1523,782,2025-12-18,50.04,returned,True
1524,1611,2025-09-02,335.58,returned,True
1525,1918,2025-12-23,174.5,completed,False
1526,1224,2025-09-12,37.17,completed,False
1527,848,2025-12-09,101.19,cancelled,False
1528,1239,2025-09-05,1333.88,returned,True
1529,2116,2025-08-25,512.18,returned,True
1530,784,2025-10-30,756.32,completed,False
1531,2462,2025-12-05,88.0,completed,False
1532,1443,2025-10-20,618.59,returned,True
1533,562,2025-09-15,369.52,returned,True
1534,2023,2025-12-04,64.39,returned,True
1535,2039,2026-01-07,132.64,completed,False
1536,1127,2025-12-12,255.4,completed,False
1537,2173,2025-08-25,168.69,completed,False
1538,558,2025-10-30,287.35,returned,True
1539,1808,2025-09-26,873.3,returned,True
1540,1145,2025-12-07,337.17,completed,False
1541,707,2025-12-12,491.53,completed,False
1542,2474,2025-09-16,1051.92,completed,False
1543,1522,2025-08-28,540.38,completed,False
1544,1832,2025-11-27,283.38,returned,True
1545,2120,2026-01-17,378.7,completed,False
1546,2379,2025-09-02,133.04,returned,True
1547,1617,2025-08-15,522.98,completed,False
1548,934,2025-08-19,448.24,returned,True
1549,1487,2025-11-21,772.62,returned,True
1550,2337,2025-10-26,70.66,completed,False
1551,1423,2025-08-06,712.03,returned,True
1552,1529,2025-10-23,50.59,completed,False
1553,733,2025-10-30,195.62,returned,True
1554,1081,2026-01-15,451.11,completed,False
1555,735,2025-11-11,519.72,completed,False
1556,1540,2025-10-02,1492.78,completed,False
1557,2142,2025-08-19,108.95,returned,True
1558,1682,2026-01-14,645.66,returned,True
1559,2021,2025-08-12,766.58,returned,True
1560,659,2025-08-29,131.09,completed,False
1561,2361,2026-01-15,89.42,returned,True
1562,741,2025-08-14,441.42,cancelled,False
1563,1214,2025-08-29,769.44,completed,False
1564,1388,2025-12-08,144.08,returned,True
1565,1421,2025-08-22,94.54,completed,False
1566,1222,2025-12-19,163.74,completed,False
1567,1153,2025-10-25,1307.35,completed,False
1568,1898,2025-11-21,161.48,returned,True
1569,537,2025-10-17,644.8,returned,True
1570,2239,2025-12-10,1905.32,returned,True
1571,599,2025-09-03,84.58,returned,True
1572,2395,2025-09-18,310.89,completed,False
1573,1479,2025-12-31,987.84,returned,True
1574,1553,2025-12-19,517.67,returned,True
1575,837,2025-08-23,493.52,returned,True
1576,1284,2026-01-19,149.12,completed,False
1577,736,2025-10-01,152.22,completed,False
1578,1305,2025-11-14,140.32,completed,False
1579,643,2026-01-27,82.34,returned,True
1580,1717,2025-08-08,114.47,completed,False
1581,2088,2025-09-12,133.83,completed,False
1582,2326,2025-10-30,242.56,completed,False
1583,923,2025-11-06,27.72,completed,False
1584,2342,2025-12-23,487.25,returned,True
1585,2399,2025-12-11,408.72,returned,True
1586,1127,2025-09-06,68.89,returned,True
1587,1961,2025-08-28,1598.27,returned,True
1588,1445,2026-01-13,149.61,completed,False
1589,1445,2025-11-19,69.39,completed,False
1590,2047,2025-08-19,528.7,returned,True
1591,674,2025-08-19,799.56,completed,False
1592,780,2025-12-10,87.32,completed,False
1593,2397,2025-08-20,612.46,completed,False
1594,791,2025-09-22,1035.93,completed,False
1595,558,2025-09-12,100.32,returned,True
1596,2472,2025-11-04,725.74,completed,False
1597,640,2025-11-14,233.77,returned,True
1598,1213,2026-01-01,816.12,returned,True
1599,2048,2025-11-12,896.34,cancelled,False
1600,1018,2025-09-25,883.81,returned,True
1601,1620,2025-12-29,588.31,returned,True
1602,1222,2025-12-12,691.66,returned,True
1603,2483,2025-09-15,817.0,completed,False
1604,1193,2025-08-14,29.62,completed,False
1605,2369,2026-01-22,581.3,returned,True
1606,1209,2025-08-15,1057.1,cancelled,False
1607,2085,2025-08-12,113.31,completed,False
1608,1293,2025-08-19,420.6,completed,False
1609,2165,2025-10-08,58.95,completed,False
1610,1099,2025-10-07,357.65,completed,False
1611,1961,2025-11-27,194.69,completed,False
1612,1496,2026-01-12,166.37,completed,False
1613,574,2025-09-11,1157.67,cancelled,False
1614,1288,2025-11-11,12.99,completed,False
1615,2420,2025-11-03,368.04,completed,False
1616,2154,2025-08-20,363.52,completed,False
1617,2028,2025-12-03,40.98,cancelled,False
1618,1012,2025-08-27,60.64,completed,False
1619,2160,2026-01-20,37.62,completed,False
1620,576,2025-12-03,320.7,returned,True
1621,869,2025-11-26,287.17,returned,True
1622,625,2025-10-03,639.61,returned,True
1623,2115,2026-01-08,1269.63,completed,False
1624,2464,2025-08-25,294.75,returned,True
1625,2135,2025-12-19,76.84,completed,False
1626,1920,2025-09-04,287.56,completed,False
1627,1741,2025-09-10,64.56,returned,True
1628,2306,2026-01-14,366.83,completed,False
1629,1959,2025-10-06,1618.62,returned,True
1630,1422,2026-01-14,76.17,completed,False
1631,862,2025-11-26,79.4,completed,False
1632,1153,2025-11-12,1491.38,completed,False
1633,1602,2025-12-22,17.68,completed,False
1634,759,2025-12-17,232.71,completed,False
1635,1039,2025-12-10,170.81,completed,False
1636,1170,2025-08-25,142.85,completed,False
1637,1151,2025-12-17,311.72,completed,False
